Sample_ID	Subject_ID	Additional_sample_data	Age	Genotype	Gender	Diet	Sample	Condition	0_75_0_77	0_77_0_80	0_80_0_82	0_82_0_84	0_84_0_86	0_86_0_92	0_92_0_97	0_97_1_02	1_02_1_06	1_06_1_10	1_10_1_12	1_12_1_15	1_15_1_18	1_18_1_23	1_23_1_26	1_26_1_28	1_28_1_30	1_30_1_36	1_36_1_42	1_42_1_45	1_45_1_50	1_50_1_53	1_53_1_58	1_58_1_60	1_60_1_63	1_63_1_65	1_65_1_71	1_71_1_75	1_75_1_79	1_79_1_84	1_84_1_86	1_86_1_88	1_88_1_94	1_94_1_98	1_98_2_03	2_03_2_08	2_08_2_11	2_11_2_17	2_17_2_20	2_20_2_26	2_26_2_32	2_32_2_37	2_37_2_40	2_40_2_42	2_42_2_48	2_48_2_52	2_52_2_58	2_58_2_61	2_61_2_63	2_63_2_66	2_66_2_71	2_71_2_77	2_77_2_83	2_83_2_86	2_86_2_89	2_89_2_91	2_91_2_94	2_94_2_97	2_97_3_02	3_02_3_08	3_08_3_12	3_12_3_17	3_17_3_20	3_20_3_24	3_24_3_30	3_30_3_36	3_36_3_39	3_39_3_45	3_45_3_48	3_48_3_50	3_50_3_53	3_53_3_57	3_57_3_62	3_62_3_64	3_64_3_70	3_70_3_73	3_73_3_79	3_79_3_81	3_81_3_85	3_85_3_87	3_87_3_90	3_90_3_96	3_96_4_00	4_00_4_03	4_03_4_08	4_08_4_14	4_14_4_17	4_17_4_19	4_19_4_24	4_24_4_26	4_26_4_30	4_30_4_34	4_34_4_40	4_40_4_46	4_46_4_49	4_49_4_54	4_54_4_58	4_58_4_64	4_64_4_70	4_70_4_76	4_76_4_78	4_80_4_85	4_85_4_90	4_90_4_95	4_95_4_99	4_99_5_04	5_04_5_07	5_07_5_10	5_10_5_15	5_15_5_18	5_18_5_22	5_22_5_25	5_25_5_27	5_27_5_31	5_31_5_36	5_36_5_41	5_41_5_44	5_44_5_48	5_48_5_52	5_52_5_56	5_56_5_58	5_58_5_64	5_64_5_69	5_69_5_72	5_72_5_77	5_77_5_83	5_83_5_88	5_88_5_92	5_92_5_95	5_95_6_00	6_00_6_05	6_05_6_11	6_11_6_16	6_16_6_21	6_21_6_26	6_26_6_29	6_29_6_35	6_35_6_41	6_41_6_45	6_45_6_47	6_47_6_52	6_52_6_55	6_55_6_59	6_59_6_64	6_64_6_69	6_69_6_74	6_74_6_77	6_77_6_79	6_79_6_84	6_84_6_87	6_87_6_93	6_93_6_97	6_97_7_00	7_00_7_02	7_02_7_05	7_05_7_08	7_08_7_10	7_10_7_15	7_15_7_19	7_19_7_21	7_21_7_27	7_27_7_30	7_30_7_33	7_33_7_34	7_39_7_44	7_44_7_48	7_48_7_52	7_52_7_56	7_56_7_62	7_62_7_67	7_67_7_71	7_71_7_75	7_75_7_78	7_78_7_81	7_81_7_83	7_83_7_89	7_89_7_91	7_91_7_97	7_97_8_02	8_02_8_06	8_06_8_10	8_10_8_15	8_15_8_18	8_18_8_22	8_22_8_27	8_27_8_32	8_32_8_33	8_35_8_37	8_37_8_39	8_39_8_45	8_45_8_51	8_51_8_55	8_55_8_58	8_58_8_63	8_63_8_69	8_69_8_73	8_73_8_77	8_77_8_81	8_81_8_85	8_85_8_91	8_91_8_95	8_95_9_01	9_01_9_05	9_05_9_10	9_10_9_12	9_12_9_17	9_17_9_20	NMR_BINNED_DATA_END	END
B_49	-	{'Sample': 'Sample'}	15	APP	M	AL	Sample	15	0.33895	0.24615	0.34556	0.68318	1.2061	4.749	4.3091	0.95423	0.9015	0.20666	0.01652	0.20235	1.201	1.7095	1.1171	0.42755	0.56533	44.84	3.6141	1.0144	4.1436	0.40307	0.98917	0.33565	0.74163	0.72068	2.3932	1.4643	0.84857	3.0127	0.21001	1.0678	474.43	4.166	20.961	16.334	6.7888	21.605	2.1974	3.069	9.03	23.622	2.6948	1.541	11.848	6.6121	3.6774	0.57697	0.2513	3.1284	9.784	0.97563	5.8196	0.15104	0.13807	0.30259	0.70373	0.75097	7.0974	36.317	1.2175	1.2049	3.4203	16.501	27.474	2.3248	0	19.287	0.54843	0.056892	5.7703	11.033	12.083	3.7852	5.4146	2.0345	15.764	1.9789	4.2712	2.0139	2.6729	32.206	5.4441	5.1613	7.8222	8.9727	2.3859	0.99531	3.1731	1.2531	3.0178	3.5902	6.0514	2.7218	0.68582	2.4526	0.80033	0.52894	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027138	0	0	0	0	0	0	0	0	0	0.05024	0	0	0	0	0	0.15795	0.032067	0.31508	0	0.91828	1.1463	0	0.0049968	0	0	0	0	0	0	0	0	0	0	0	0.018193	0	0	0	0.11381	0	0	0	0.018489	0	0	0.30746	0.042856	0.055269	0.47899	0.077859	0.25545	0.10837	0.78587	0.026041	0.077193	0.026639	0.27218	0.0037837	0	0.052906	0.074714	0	0	0.13366	0	0.048984	0.2261	0	0	0	0.056975	0.29281	1.3796	0.080496	0	0.17323	0	2.667	0.30287	0.43661	0.047299	1.139	0.23865	0.31295	0.17653	0	0.18201	0.13723	0.12113	0.15247	0	0.14321	0	0.32064	0.11336		
B_5	-	{'Sample': 'Sample'}	5	APP	F	AL	Sample	5	0.33612	0.19894	0.41636	0.71633	1.4152	4.6987	4.5542	1.0758	1.0348	0.33974	0.21669	0.20616	0.64456	2.0751	1.2814	0.62098	0.67013	42.249	4.9368	1.4288	3.7526	0.58422	1.1033	0.59768	0.97262	0.73057	3.2451	2.0479	1.1448	3.7651	0.69225	1.6079	448.63	3.8459	21.136	16.826	5.7187	21.347	2.4183	3.6133	11.693	23.262	2.7448	1.4037	10.627	6.699	3.8157	0.5742	0.34746	2.8773	10.779	1.1204	6.4449	0.33186	0.24906	0.35385	1.091	1.1593	10.258	28.766	1.2409	1.4153	2.967	20.972	27.853	2.2306	0.072634	18.949	0.90676	0.22807	6.6255	11.884	14.17	3.97	6.0348	1.8516	18.981	2.0777	4.7253	2.7478	4.4399	27.276	6.528	5.0125	8.4009	10.071	2.821	1.0638	3.5354	1.4381	3.259	3.8233	6.2842	2.7138	0.84162	2.3256	0.739	0.38673	0	0	0	0.15456	0	0.028061	0	0	0	0.021313	0	0	0	0	0	0	0	0	0.020803	0	0	0	0	0.085741	0	0	0	0	0	0.091399	0.17691	0.36443	0	1.2596	1.3886	0	0	0	0	0	0	0	0.033431	0.0066165	0	0	0	0	0	0.021514	0.093248	0	0	0.13926	0.035195	0.005215	0	0.11204	0.041916	0.62597	0.18355	0.13208	0.526	0.30773	0.32072	0.089093	0.88519	0.17583	0.069502	0.060176	0.4377	0.1318	0.084854	0.24825	0.05231	0.080771	0.020378	0.31947	0.10412	0.42665	0.34353	0.0091761	0.17018	0.18571	0.09092	0.45282	1.681	0.22302	0	0.21067	0.012274	3.7723	0.39067	0.61	0.45981	1.017	0.23799	0.40415	0.16992	0.10721	0.27177	0.19557	0.29527	0.064818	0.18079	0.23337	0	0.3598	0.1287		
B_50	-	{'Sample': 'Sample'}	15	APP	M	AL	Sample	15	0.32554	0.25828	0.40546	0.64482	1.2234	4.0594	4.1022	1.1478	0.98466	0.41652	0.16908	0.26552	0.56598	1.7972	0.84555	0.35807	0.46772	45.97	3.8621	1.2155	4.0028	0.61492	1.0896	0.51155	0.90339	0.68943	2.8111	1.9542	0.93713	3.144	0.36572	1.1203	453.69	4.7141	18.003	16.655	4.9832	21.047	2.6995	4.1128	8.4264	21.604	2.2976	1.5102	10.995	6.0603	3.7306	0.64457	0.3593	2.6484	10.806	1.5643	7.3034	0.63208	0.3789	0.55389	1.0297	1.0835	7.2649	31.567	1.3011	1.4271	4.0478	18.793	24.657	2.397	0.21639	15.242	1.0213	0.40138	7.5126	14.566	14.645	4.186	7.0307	1.8132	19.304	2.1035	4.6118	2.5305	6.0919	29.261	5.3642	4.6223	8.9199	10.395	2.285	1.0061	3.6875	1.248	2.7878	3.7331	5.5318	2.2225	0.71475	2.0233	0.52752	0.48778	0.1241	0	0.038556	0.25569	0	0	0	0	0	0	0	0	0.081201	0	0.0011166	0	0	0.037485	0	0.16474	0.11439	0.077309	0.015272	0.38755	0	0	0	0	0	0.20982	0.264	0.42173	0.20618	1.187	1.4147	0	0	0.14586	0	0	0.0058792	0.086318	0.15922	0.081522	0.18695	0.16264	0.037079	0.037559	0.070342	0.020986	0.35033	0.088539	0.24561	0.091552	0.11162	0.084249	0.030602	0.14626	0.24131	0.75063	0.21768	0.19561	0.90193	0.31944	0.39459	0.09279	0.85769	0.30311	0.17466	0.11	0.48016	0.31447	0.091094	0.065729	0.0063994	0.11968	0.094132	0.31831	0.090481	0.40727	0.37424	0.15582	0.26245	0.24482	0.10131	0.60236	1.7185	0.27724	0.16686	0.085601	0.080905	3.4063	0.47005	0.74221	0.44217	1.0591	0.40527	0.32662	0.37225	0.21904	0.39199	0.27165	0.41696	0.26935	0.1447	0.30733	0.10047	0.36408	0.21284		
B_51	-	{'Sample': 'Sample'}	15	APP	M	CR	Sample	15	0.31442	0.20406	0.26849	0.53525	1.2257	4.0668	4.2661	0.87448	0.88044	0.056965	0.041244	0.10121	0.28511	1.3534	0.57052	0.17629	0.39266	40.942	3.6207	0.95485	3.9811	0.33666	0.71901	0.34043	0.54036	0.58624	2.2827	1.4018	0.55892	2.8619	0.038279	1.009	457.89	4.4492	20.608	16.978	6.1181	22.881	2.6515	3.3038	10.964	23.344	2.7629	1.5745	12.326	6.5909	3.9956	0.53007	0.24747	2.7677	9.7238	1.0237	5.4239	0.032551	0.24943	0.38808	1.1531	1.0982	9.1888	36.158	1.1525	1.15	2.8916	17.85	28.614	2.352	0	18.786	0.77357	0.073595	6.8993	13.736	13.971	4.2908	6.6216	1.6969	18.024	2.2013	4.6632	2.3017	3.3491	32.544	6.1264	4.7996	8.8496	9.4744	2.4402	1.0903	3.5745	1.3026	2.9774	3.9632	6.2235	2.8058	0.88565	2.4987	0.77706	0.73854	0.20436	0.095623	0.17294	0.015126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13676	0	0.047692	0	0	0	0.087979	0.0023442	0.19367	0	1.1423	1.034	0.022101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052521	0.042733	0	0	0	0	0	0	0.57742	0.18212	0.18589	0.44577	0.17969	0.23092	0.087643	0.85527	0.33089	0.1102	0.14727	0.35685	0.26194	0	0	0.032504	0.039726	0.017694	0.27042	0.009802	0.31578	0.17781	0	0	0.23486	0	0.41498	1.5842	0.10605	0	0.25252	0.050577	2.591	0.37882	0.4895	0.21694	0.97876	0.20185	0.32994	0.18427	0.10216	0.18573	0.20454	0.087852	0.24919	0.10588	0	0	0.27809	0.074485		
B_52	-	{'Sample': 'Sample'}	15	APP	M	CR	Sample	15	0.30992	0.25772	0.26725	0.60653	1.371	4.7366	4.275	1.273	0.91657	0.23875	0.14187	0.1591	0.43033	1.6583	1.0292	0.39723	0.49743	31.728	3.6799	1.0761	3.9103	0.29598	0.57422	0.29647	0.68296	0.5642	2.3366	1.1575	0.47865	2.8578	0.18734	0.99296	464.06	4.5411	20.795	16.687	6.7896	22.376	2.3894	3.3838	10.756	24.388	2.7347	1.817	12.336	6.9284	3.5864	0.45273	0.26834	2.935	9.614	0.85637	5.7651	0.25208	0.18937	0.26382	0.72513	0.85322	9.0846	37.223	1.0162	1.2669	4.1238	15.761	31.646	2.4664	0	24.972	0.83143	0.24028	5.7552	10.356	11.308	3.578	5.4344	1.7302	15.913	2.0985	4.9079	2.3574	2.9242	32.633	5.9691	4.1353	7.4426	9.2676	2.3501	0.99457	3.1634	1.2075	3.6951	3.4024	5.6143	3.0645	0.9558	2.3301	0.59556	0.32554	0.010213	0	0	0.57912	0	0.056521	0.019917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20706	0	0	0	0	0	0.21564	0.093345	0.032529	0	1.5904	0.79569	0.015799	0	0	0	0	0	0	0.037732	0	0	0	0	0	0	0	0.07628	0.012206	0.13959	0	0.06115	0	0	0	0.033702	0.34951	0.063178	0.15893	0.42866	0.15369	0.11916	0	0.88466	0.41144	0.15924	0.054176	0.50943	0.3705	0	0.098656	0.02452	0	0.12615	0.41213	0.046811	0.56214	0.11493	0	0.014523	0.081203	0.13863	0.64972	1.5318	0.099821	0	0.20625	0	5.9555	0.42064	0.42719	0.26734	0.71358	0.26736	0.44148	0.21438	0.25715	0.33496	0.24697	0.32146	0.23234	0.083846	0.13963	0.0044501	0.48739	0.16448		
B_53	-	{'Sample': 'Sample'}	15	APP	M	CR	Sample	15	0.38465	0.24613	0.3177	0.63449	1.2787	4.0766	4.0795	1.3	1.0965	0.33484	0.11964	0.30555	0.53372	1.7235	1.1089	0.49596	0.61413	35.937	3.6104	1.0328	3.5538	0.511	0.95514	0.44589	0.82734	0.79131	2.894	1.6468	1.0461	3.7985	0.79882	1.6688	475.23	3.3639	19.879	16.526	6.4658	23.525	2.2749	2.6488	8.4504	24.698	2.5814	1.5903	13.047	6.5306	3.5204	0.30943	0.23291	2.5737	9.6863	0.75109	5.5904	0.0089979	0.14338	0.23794	0.89123	0.819	6.8331	38.108	0.93207	1.0305	3.2016	15.444	27.812	2.087	0.069545	19.978	0.73086	0.14637	5.9582	11.748	12.049	3.8192	5.6091	1.9158	17.99	1.8831	4.061	2.2171	2.8363	33.074	5.0618	5.2749	8.0682	8.9364	2.1026	0.95324	3.2075	1.1916	2.9087	3.321	5.8771	2.4378	0.80254	2.6476	0.60624	0.46193	0.01392	0	0	0.26283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051423	0	0	0	0	0	0	0.085611	0.21011	0	0.95449	1.2668	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018271	0.023139	0.032718	0	0	0	0.019914	0.036276	0	0	0.01584	0.3257	0.11375	0.070745	0.14938	0.072975	0.037599	0	0.81863	0.22891	0.094735	0.10856	0.40035	0.15991	0.00026521	0.089932	0	0.047268	0	0.16536	0	0.29236	0.1787	0.088505	0	0.10276	0.036656	0.40526	1.3109	0.009089	0	0.11721	0	3.7331	0.51192	0.3243	0.32419	1.0668	0.3607	0.32147	0.12074	0.15235	0.16679	0.28346	0.27631	0.29601	0.1242	0.094768	0.066299	0.16468	0.068756		
B_54	-	{'Sample': 'Sample'}	15	APP	M	CR	Sample	15	0.21974	0.090157	0.32846	0.61138	1.2367	4.3687	4.3103	1.1501	0.97811	0.16745	0.15128	0.10193	0.32368	1.5253	0.8138	0.24483	0.54789	31.246	3.7202	1.1525	3.8831	0.51944	0.70309	0.30092	0.60821	0.63586	2.3833	1.2264	0.57467	3.3187	0.26759	1.5176	493.05	4.2862	19.443	15.368	6.5427	21.065	2.234	3.2373	13.233	22.024	2.273	1.6037	12.063	6.1873	3.3206	0.36856	0.24227	2.8816	9.0256	0.82227	5.4146	0.15953	0.10511	0.21055	0.65266	0.82206	11.164	31.418	1.0932	1.1025	4.2244	15.555	30.828	2.1917	0	22.568	0.64842	0.19582	6.696	12.17	12.815	4.0804	5.0309	1.784	14.377	1.8313	4.7946	2.087	2.933	28.441	6.4847	3.5734	8.2938	8.6665	2.3622	0.93235	3.062	1.1107	3.3575	2.9732	4.9009	2.7287	0.74668	1.8172	0.36862	0.10367	0	0	0	0.53344	0	0	0	0.00059443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095675	0	1.2614	0.44975	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016164	0	0	0	0.011429	0.015203	0	0	0	0	0.052473	0.4925	0.036334	0.045969	0.13188	0.053279	0.090963	0	0.84743	0.20304	0.10179	0	0.15443	0	0.070908	0	0	0	0	0.16671	0	0.17754	0.19054	0	0	0	0	0.23224	1.4794	0	0	0.26169	0	4.9362	0.41712	0.46744	0.21575	0.37938	0.22118	0.15504	0.066136	0.049892	0.16143	0	0.13402	0.11289	0	0	0	0.12597	0.010698		
B_55	-	{'Sample': 'Sample'}	5	NTG	M	AL	Sample	5	0.29746	0.25543	0.32283	0.75756	1.4312	5.168	5.309	1.2865	1.088	0.44702	0.1535	0.21915	0.58279	1.9525	1.0418	0.49647	0.62841	47.712	4.329	1.4231	5.2185	0.62389	1.3026	0.58958	0.87265	0.853	3.2303	2.1126	1.0746	3.6471	0.53467	1.6069	453.58	4.2529	21.297	15.069	5.3029	21.197	2.4062	3.8733	11.874	20.101	2.1138	1.6701	12.372	7.1023	3.5277	0.70645	0.45171	2.7945	9.9876	1.2599	4.9606	0.37432	0.27591	0.36808	0.75421	0.88103	10.52	31.29	1.365	1.8362	6.8489	14.599	27.485	2.2824	0.12833	20.337	0.57834	0.25786	6.5375	11.462	11.785	3.8111	4.2244	1.9363	18.441	2.0698	5.2778	2.3152	3.9288	27.978	5.857	3.6835	8.1212	11.081	2.7693	1.0228	2.8127	1.2068	3.8705	2.7944	5.332	3.1266	0.75703	1.8809	0.45527	0.42253	0	0	0	0.33718	0	0.038732	0	0	0	0.023959	0	0	0	0	0	0	0	0	0	0	0.074338	0	0	0.234	0	0	0	0	0	0.27516	0.075562	0.23729	0	1.5636	0.52471	0	0	0	0	0	0	0	0.069813	0.035341	0	0	0	0	0	0.047883	0.11154	0.07826	0.18875	0.011701	0.13177	0.019474	0.099727	0.10554	0.16302	0.59662	0.32858	0.24488	0.76737	0.23331	0.34372	0.046588	0.86245	0.2255	0.31213	0.22751	0.52634	0.12995	0.12171	0	0	0.049372	0.13905	0.43669	0.14019	0.45382	0.37989	0.088628	0.082114	0.17573	0	0.39583	1.5848	0.12823	0	0.27331	0	4.4087	0.52893	0.64744	0.27989	0.4341	0.38027	0.2877	0.19183	0.12752	0.11356	0.20634	0.25515	0.16152	0.14155	0.11542	0.071374	0.20088	0.095511		
B_56	-	{'Sample': 'Sample'}	5	NTG	M	AL	Sample	5	0.33409	0.48867	1.0302	0.60021	0.89604	154.87	1.4223	0.71817	0.36614	0.16231	0.060952	0.31986	22.32	1.3099	1.0659	0.53264	0.52997	110.15	5.6007	0.88433	1.9794	1.1312	104.88	6.9912	0.54363	0.54064	1.2476	0.64545	0.35919	1.0927	0.34964	0.63946	108.34	0.14729	3.6927	3.5631	1.7386	6.9417	0.40106	0.6469	2.1494	5.9284	0.62844	0.30875	2.7226	0.98946	0.431	0	0	0.58602	1.6454	0	1.0714	0	0	0	0	0.046628	1.6439	6.1248	0	0	0.37469	3.667	5.5795	0	0	3.2198	0	0	0	111.67	120.54	2.7932	13.971	110.69	9.7045	2.0648	2.5127	1.2165	1.4965	7.9403	2.3131	3.1649	2.574	2.8711	0.86002	0.48722	1.2601	0.58697	0.97203	1.1914	1.7883	0.93788	0.36067	0.85073	0.31357	0.27717	0.26204	0.10568	0.058431	0.18055	0.089794	0.10012	0.071545	0.094407	0.071602	0.047382	0.11142	0.062841	0.13538	0.033488	0.038806	0.029286	0.052867	0.017427	0.031475	0.063396	0.06269	0.020998	0.019375	0.10041	0.034586	0.0019166	0	0	0	0.088243	0.041976	0.049975	0.056336	0.3523	0.2682	0.051028	0	0.011965	0.062069	0	0	0.0018339	0	0	0.039428	0	0.034188	0.015678	0	0.018266	0.07222	0.017343	0.10484	0.024912	0.029837	0.026402	0.044955	0.029464	0.026094	0.1215	0.087309	0.059601	0.22332	0.10019	0.099606	0.020592	0.18651	0.086308	0.064339	0.04148	0.12039	0.096173	0.0025416	0.024197	0.02193	0.0064794	0.0077391	0.10032	0.017174	0.13082	0.10256	0.029806	0.038182	0.053679	0.048835	0.1008	0.32125	0.026915	0.010952	0.066813	0.031542	0.85724	0.15049	0.13189	0.084055	0.25396	0.12074	0.086751	0.031913	0.021981	0.060374	0.039788	0.063408	0.027218	0.027954	0.029319	0.028318	0.080341	0.03254		
B_57	-	{'Sample': 'Sample'}	5	NTG	M	AL	Sample	5	0.39079	0.27237	0.33651	0.67637	1.4137	5.0444	4.8178	1.1365	0.97585	0.46932	0.17373	0.22954	0.72495	2.0051	0.99894	0.49051	0.68538	43.919	4.4876	1.3556	4.9384	0.5557	1.0563	0.543	0.84383	0.7851	2.9881	1.8297	1.1382	3.8216	0.66386	1.6524	452.36	3.7008	22.218	16.859	7.358	21.971	2.0642	3.1203	10.431	25.227	2.3679	1.5347	12.101	6.8912	3.7859	0.41607	0.33958	2.8103	9.665	0.79943	4.8195	0.22864	0.30992	0.26579	0.77634	1.0613	8.9158	31.969	1.1417	1.3079	4.0761	17.825	31.373	2.1023	0	23.522	0.6331	0.15804	6.4341	11.182	12.783	3.8833	4.6476	2.1409	16.303	1.9282	5.0383	2.5254	2.8249	29.206	6.8378	4.9206	7.907	8.968	2.8443	1.0428	3.0272	1.281	3.4908	3.2154	6.1422	3.0064	0.75409	2.2997	0.74093	0.44289	0.05813	0	0	0.11917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019505	0	0	0	0	0	0.25214	0.15118	0.24532	0.050163	1.5341	0.9111	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045665	0	0.046352	0.036953	0.083589	0	0.0025532	0.073308	0	0.12707	0.14868	0.42965	0.20087	0.086061	0.53542	0.15794	0.19411	0.0019103	0.55744	0.14988	0.10399	0.21602	0.31481	0.011222	0.010417	0	0	0	0	0.44167	0.06472	0.41711	0.24226	0.028275	0.085496	0.068516	0.08502	0.31758	1.257	0	0	0.16883	0.0064661	2.7154	0.47779	0.51138	0.24937	0.78667	0.12828	0.24013	0.19981	0.12772	0.13843	0.025431	0.23291	0.012632	0	0.06273	0.048021	0.24343	0.056958		
B_58	-	{'Sample': 'Sample'}	5	NTG	M	AL	Sample	5	0.27381	0.10713	0.30691	0.54495	1.0563	4.281	4.1397	0.96218	0.93314	0.22307	0.056796	0.15083	0.37091	1.5807	0.74102	0.13797	0.32502	48.841	4.2893	1.2733	4.3202	0.50951	0.96124	0.32693	0.6397	0.64167	2.4655	1.5285	0.69321	3.1164	0.1422	0.83148	468.63	4.6986	21.491	16.111	6.7616	22.233	2.2479	3.2506	10.301	23.121	2.9364	1.604	12.394	6.3816	3.9488	0.66538	0.33678	2.5673	9.1663	1.1059	4.6768	0.14487	0.27245	0.56159	1.1557	1.2437	8.9004	28.095	1.0748	1.4607	3.0093	17.601	29.362	2.1271	0.1375	21.645	0.74169	0.20806	5.9828	10.608	12.287	3.7023	5.0952	1.742	16.593	1.8156	4.7006	1.8292	2.8023	25.537	6.3881	4.6965	7.5179	11.04	2.4393	1.1473	2.9247	1.1558	3.4285	3.2371	5.9492	2.7973	0.6785	2.203	0.67799	0.43794	0	0	0	0.047892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14545	0	0	0	0	0	0.10797	0.18906	0.28165	0	1.574	0.90017	0	0	0.0086435	0	0	0.062319	0.0039967	0.030747	0.029995	0.086898	0.044179	0	0	0	0	0.080627	0.00076629	0.18557	0.10967	0.10846	0.039978	0.06416	0.048054	0.10339	0.58684	0.31389	0.16968	0.55219	0.28446	0.36057	0.078611	0.5628	0.18232	0.1312	0.10742	0.39828	0.35344	0.13231	0	0.1248	0	0.086297	0.38272	0	0.40513	0.15482	0.14084	0.16953	0.22476	0.055924	0.41407	1.6898	0.15522	0	0.23563	0.0051207	3.8275	0.38958	0.51976	0.22786	0.87587	0.3522	0.26009	0.22576	0.089144	0.27097	0.24599	0.39701	0.32364	0.048225	0.2577	0.05107	0.21721	0.15098		
B_59	-	{'Sample': 'Sample'}	5	NTG	M	AL	Sample	5	0.37705	0.31329	0.39587	0.80766	1.7007	8.0319	5.3988	1.3476	1.2229	0.38201	0.18183	0.37174	0.80431	3.3695	4.6254	1.0203	0.96772	46.928	5.5273	1.5615	5.5839	0.71834	2.0974	0.65521	1.0281	0.8357	3.1458	1.548	0.82863	2.6277	0.1188	0.47987	382.52	5.6944	24.326	19.069	7.54	26.807	2.7782	4.1113	11.189	26.821	3.554	1.9632	15.464	7.4761	4.5228	0.77499	0.45971	2.7551	10.292	1.2863	4.8528	0.3225	0.30513	0.44717	1.0602	1.143	8.9493	30.886	1.3306	1.4418	3.7029	20.66	34.292	2.4992	0.010468	24.707	0.63487	0.074887	7.2239	13.18	15.12	4.4596	6.2436	3.4469	19.485	2.1931	5.2697	2.0317	3.3372	28.067	7.4785	5.1255	8.7922	10.663	2.9103	1.3652	3.3689	1.366	3.988	3.7351	6.6615	2.9819	0.58042	2.3276	0.6594	0.31832	0	0	0	0.64742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07969	0	0	0	0	0	0.089735	0.027138	0.086947	0	1.6047	0.86724	0	0	0	0	0	0	0	0	0	0	0	0	0.004165	0	0.056468	0.18387	0	0.38612	0.24237	0.0049474	0.089542	0.12258	0.11971	0.080521	0.60359	0.13795	0.19472	0.73316	0.38953	0.50533	0.063056	0.64099	0.22772	0.30118	0.20938	0.48213	0.19482	0.12087	0.12314	0.20539	0.12653	0.10338	0.52722	0.1792	0.5519	0.48136	0.15091	0.2605	0.20459	0.23158	0.75723	1.6615	0.21669	0.018743	2.763	0.39307	0.78007	0.49125	0.63705	0.34453	0.89064	0.47512	0.29419	0.34756	0.24436	0.33915	0.54499	0.41745	0.30542	0.28161	0.28924	0.11195	0.42559	0.21726		
B_6	-	{'Sample': 'Sample'}	5	APP	F	CR	Sample	5	0.32228	0.26169	0.30952	0.69714	1.2761	5.4429	4.451	0.88894	0.93407	0.21107	0.071579	0.011425	1.2204	1.7418	0.76567	0.28913	0.52829	37.999	4.201	1.2189	3.6954	0.59799	1.0163	0.41164	0.69945	0.56894	2.9328	1.7889	0.98058	3.641	0.6648	1.5616	471.02	3.4571	23.313	15.976	6.0032	22.575	2.1777	3.3706	11.358	22.454	2.2776	1.5277	12.842	7.2164	3.5347	0.26566	0.2739	2.6622	10.528	0.75026	5.5746	0	0.050448	0.23761	0.79747	0.94798	9.6246	31.219	1.0628	1.0457	3.1	18.937	28.756	1.9813	0	20.399	0.69566	0.22261	6.1704	11.838	13.36	3.8683	5.7351	2.106	17.939	1.9357	4.6418	2.3733	3.4428	28.736	6.5894	4.9099	8.0233	8.2144	2.645	1.0261	3.3565	1.1933	3.1962	3.7017	6.3692	2.8579	0.81703	2.3408	0.61436	0.26538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074493	0	0	0	0	0	0	0.024705	0.18702	0	1.171	0.8835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014031	0.28416	0	0.037847	0.37014	0.148	0.26561	0.025053	0.53052	0.13527	0.091786	0.0006593	0.2275	0	0	0	0	0	0	0.025517	0.03597	0.21842	0.058313	0	0	0.15606	0.10326	0.32296	1.309	0.036968	0	0.1697	0	2.5414	0.19365	0.46231	0.25986	0.67357	0.19135	0.21484	0.1918	0.0090733	0.1039	0	0.13792	0	0.07208	0	0.026707	0.051615	0.06323		
